age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class
34,7,111985,15,9,6,13,5,4,1,0,0,50,41,1
38,8,264627,14,10,4,11,2,4,0,0,0,40,41,1
24,8,213427,15,9,5,11,4,4,1,0,0,40,41,1
34,8,279015,14,10,5,10,4,4,1,0,0,65,41,1
47,8,165937,15,9,6,8,5,4,1,0,0,50,41,0
27,2,188343,15,9,3,12,2,3,0,0,0,40,41,1
63,8,158609,11,11,2,11,2,4,0,0,0,8,41,1
34,8,193036,14,10,6,11,5,3,1,0,0,40,41,0
25,8,198632,14,10,1,10,4,4,1,0,0,50,41,1
54,8,175912,15,9,2,8,2,4,1,914,0,40,41,1
19,5,192773,14,10,5,7,3,4,0,0,0,35,41,1
35,8,101387,15,9,4,10,4,4,0,0,0,50,41,1
24,8,60783,14,10,6,6,5,4,1,0,0,70,41,0
26,8,183224,14,10,5,11,3,2,0,0,0,35,41,1
59,6,100776,11,11,4,11,4,4,0,0,0,40,41,1
43,8,57600,3,16,1,14,4,4,0,0,0,40,39,1
20,8,174063,14,10,5,9,3,4,0,0,0,40,41,1
41,8,306495,15,9,6,4,5,4,1,0,0,40,41,1
51,8,249741,14,10,6,10,5,4,1,0,0,40,41,1
27,8,93021,15,9,5,11,2,0,0,0,0,40,41,1
36,8,49626,15,9,6,12,5,4,1,0,0,40,41,1
25,8,63062,14,10,5,4,3,4,1,0,0,60,41,1
55,8,320835,13,13,6,10,5,4,1,0,0,50,41,0
22,6,123727,14,10,5,14,4,4,0,0,0,21,41,1
58,4,110517,3,16,6,14,5,2,1,4064,0,40,33,1
43,8,149670,14,10,6,11,1,4,0,4064,0,15,41,1
39,8,172425,11,11,6,11,1,4,0,0,0,20,41,0
40,8,216116,5,5,5,8,2,3,0,0,0,40,19,1
46,8,174209,15,9,4,12,4,4,1,0,0,45,41,1
54,2,175083,15,9,5,11,2,4,0,0,0,20,41,1
19,8,129059,14,10,5,10,3,3,1,0,0,30,41,1
24,8,121313,15,9,6,11,5,4,1,0,0,40,41,1
53,5,181317,15,9,6,7,5,4,1,0,0,40,41,1
24,4,166851,12,14,5,14,4,4,1,0,0,13,41,1
29,7,29616,15,9,5,4,3,4,1,0,0,65,41,1
56,3,105582,14,10,6,12,5,4,1,7688,0,50,41,0
54,5,124993,15,9,6,7,5,4,1,0,0,40,41,0
21,5,148509,14,10,5,7,4,4,0,0,0,30,41,1
34,8,230246,5,5,3,13,4,4,1,0,0,40,39,1
56,8,117881,10,7,4,8,4,4,0,0,0,40,41,1
34,8,203408,13,13,6,14,5,4,1,7688,0,50,41,0
19,8,446219,8,6,5,10,2,3,0,0,0,40,41,1
32,3,110331,15,9,6,10,5,4,1,0,0,65,41,0
48,8,207946,15,9,4,11,2,4,0,0,0,52,41,1
67,5,45537,12,14,6,7,5,3,1,0,0,40,41,0
47,8,188330,15,9,6,6,5,4,1,0,0,25,41,1
52,8,147629,15,9,6,6,5,4,1,0,0,60,41,0
40,8,153799,1,2,1,8,2,4,0,0,0,40,26,1
28,8,203776,8,6,6,13,5,4,1,0,0,50,41,1
41,8,168071,13,13,6,12,5,4,1,7298,0,50,41,0
57,8,348430,1,2,4,13,2,4,1,0,0,40,17,1
51,8,103407,15,9,4,11,4,4,0,0,0,40,41,1
26,5,152046,10,7,5,7,4,4,0,0,0,35,37,1
36,8,153205,13,13,6,14,5,2,1,0,0,45,39,1
33,8,326104,14,10,6,12,5,4,1,0,0,50,41,0
46,8,238162,13,13,6,13,5,4,1,0,0,45,41,0
50,8,221336,15,9,4,11,0,2,0,0,0,40,38,1
33,8,180656,14,10,1,13,4,4,1,0,0,40,39,1
77,7,145329,15,9,5,8,4,4,1,401,0,20,41,1
39,8,315776,12,14,5,12,4,3,1,8614,0,52,41,0
67,5,150516,15,9,2,7,2,4,1,0,0,3,41,1
35,8,325802,9,12,4,5,2,4,0,0,0,24,41,1
23,8,133985,8,6,5,13,3,3,0,0,0,40,41,1
37,8,269329,11,11,4,14,4,4,0,8614,0,45,41,0
41,8,183203,15,9,6,6,5,4,1,0,0,50,41,0
60,8,76127,9,12,6,11,5,4,1,0,0,35,41,0
32,8,195891,13,13,5,11,4,4,1,0,0,55,41,1
56,2,162137,15,9,6,6,5,1,1,0,0,40,41,1
45,4,37672,11,11,4,3,2,4,0,0,0,40,41,1
24,8,161708,15,9,4,12,4,4,0,0,0,45,41,0
18,8,80616,8,6,5,5,3,4,1,0,0,27,41,1
31,8,209276,15,9,6,9,5,0,1,0,0,40,41,1
21,5,34443,14,10,5,7,3,4,1,0,0,50,41,1
45,8,192835,13,13,6,12,5,4,1,0,0,55,41,0
23,8,203240,14,10,5,9,4,4,0,0,0,40,41,1
45,4,102308,14,10,6,12,5,4,1,0,0,40,41,1
18,8,40829,10,7,5,10,0,1,0,0,0,25,41,1
25,8,60726,15,9,6,6,5,3,1,0,0,30,41,1
31,4,116677,15,9,6,10,5,4,1,0,0,40,41,1
19,8,57067,15,9,5,8,0,4,1,0,0,45,41,1
41,8,304906,13,13,6,12,5,4,1,0,0,40,41,0
74,8,101590,6,15,2,11,4,3,0,0,0,20,41,1
27,8,258102,2,3,5,6,4,4,1,0,0,40,40,1
23,8,241185,15,9,5,11,4,4,0,0,0,40,41,1
31,8,124827,11,11,6,10,5,4,1,0,0,40,41,0
40,3,76625,15,9,6,5,5,4,1,0,0,40,41,1
41,2,263339,15,9,6,6,5,4,1,0,0,40,41,0
25,8,135645,12,14,5,10,4,4,1,0,0,20,41,1
42,8,245626,15,9,6,13,5,1,1,0,0,60,41,1
24,8,210781,13,13,5,13,4,4,0,0,0,40,41,1
42,8,235786,9,12,6,13,5,4,1,0,0,50,41,0
45,7,160167,8,6,6,13,5,4,1,0,0,70,41,1
52,2,30731,15,9,6,12,5,4,1,7298,0,40,41,0
34,8,314375,11,11,4,13,4,4,1,0,0,40,41,1
32,8,81528,15,9,5,5,0,4,1,0,0,60,41,1
54,8,182854,15,9,6,13,5,4,1,0,0,45,41,1
42,2,296798,10,7,5,3,4,4,1,0,0,40,41,1
32,8,194426,13,13,6,3,5,4,1,15024,0,40,41,0
40,5,70645,14,10,6,7,1,4,0,0,0,20,41,1
55,3,141807,13,13,6,10,5,4,1,0,0,60,41,0
66,5,112871,10,7,5,7,4,4,1,0,0,30,41,1
52,4,71344,12,14,6,14,5,4,1,0,0,40,41,1
21,4,341410,14,10,5,11,4,4,0,0,0,15,41,1
33,8,118941,13,13,6,12,1,4,0,0,0,40,41,0
52,5,159755,11,11,6,7,5,4,1,0,0,50,41,0
28,8,128509,2,3,5,8,4,4,0,0,0,40,39,1
27,7,229125,10,7,6,13,5,4,1,0,0,40,41,1
42,6,142756,13,13,4,14,4,4,0,0,0,50,41,1
27,3,243871,14,10,5,11,3,4,0,0,0,45,41,1
47,8,213140,11,11,6,13,5,4,1,7688,0,40,41,0
19,8,196857,15,9,5,9,4,4,0,0,0,40,41,1
46,8,138626,14,10,6,13,5,4,1,0,0,40,41,1
55,7,161334,15,9,2,9,4,4,0,0,0,25,16,1
50,8,273536,7,4,6,10,5,0,1,0,0,49,26,1
32,8,115631,14,10,5,11,4,4,0,4101,0,50,41,1
28,8,185957,15,9,6,11,1,4,0,0,0,40,41,1
23,8,334357,15,9,5,11,3,3,0,0,0,40,41,1
43,8,96102,12,14,1,12,4,4,1,0,0,50,41,1
34,8,213226,13,13,6,14,5,4,1,0,0,40,18,0
19,8,115248,14,10,5,11,4,2,1,0,0,40,25,1
37,8,185061,14,10,6,12,5,2,1,0,0,55,41,1
27,8,147638,13,13,5,11,0,2,0,0,0,40,10,1
18,8,280298,15,9,5,10,3,4,0,0,0,24,41,1
31,8,163516,14,10,2,11,2,4,0,0,0,40,41,1
49,8,277434,15,9,6,6,5,4,1,0,0,50,41,1
26,2,206983,6,15,6,14,5,4,1,0,0,60,21,1
48,8,108993,15,9,6,13,5,4,1,0,0,45,41,0
39,8,288551,15,9,6,13,5,3,1,0,0,40,41,1
41,8,176069,15,9,3,8,2,4,0,0,0,40,41,1
48,4,183486,11,11,4,14,2,4,0,0,0,56,41,0
40,8,163215,13,13,4,12,4,4,0,10520,0,40,41,0
70,8,94692,13,13,6,10,5,4,1,0,0,70,41,0
20,8,118462,15,9,5,5,3,4,1,0,0,43,41,1
38,8,407068,2,3,6,9,5,4,1,0,0,75,40,1
37,7,243587,14,10,3,9,3,4,0,0,0,40,32,1
49,8,23074,14,10,2,12,4,4,0,0,0,40,41,0
51,8,237735,15,9,6,5,5,4,1,3103,0,40,41,0
43,8,188291,1,2,5,10,3,4,1,0,0,40,41,1
38,8,284166,6,15,5,14,4,4,1,0,0,50,41,1
18,5,423460,10,7,5,7,3,4,1,0,0,36,41,1
23,8,287681,7,4,5,9,4,4,1,0,0,25,40,1
34,8,178356,15,9,6,13,5,4,1,0,0,40,41,1
62,5,139391,14,10,6,7,5,4,1,0,0,24,41,1
33,8,91964,14,10,5,11,2,4,1,0,0,40,41,1
31,8,117526,14,10,5,4,4,4,0,0,0,45,41,1
64,8,91343,14,10,2,3,2,4,0,0,0,40,41,1
26,6,336969,13,13,6,14,5,4,1,0,0,28,34,1
55,8,255364,14,10,6,14,5,4,1,0,0,40,41,1
61,6,167670,13,13,1,14,4,4,1,0,0,40,41,1
37,8,211494,15,9,6,3,5,4,1,0,0,40,41,0
78,6,136198,13,13,6,12,5,4,1,0,0,15,41,1
27,2,409815,14,10,5,11,2,3,0,0,0,40,41,1
49,8,188823,15,9,4,14,4,4,1,0,0,42,41,1
55,4,146326,12,14,6,14,5,4,1,7688,0,45,41,0
42,8,154374,13,13,6,6,5,4,1,0,0,58,41,1
22,5,216563,15,9,5,7,0,4,0,0,0,40,41,1
61,8,197286,5,5,6,13,5,4,1,0,0,40,41,1
64,7,100722,13,13,6,11,5,4,1,0,0,5,41,1
46,6,377622,15,9,6,9,5,4,1,0,0,40,41,1
24,8,145964,13,13,5,12,4,4,1,0,0,40,41,1
27,8,358636,14,10,6,13,5,4,1,2829,0,70,41,1
47,8,155489,15,9,6,6,5,4,1,7688,0,55,41,0
18,8,57413,14,10,4,9,3,4,1,0,0,15,41,1
48,8,320421,15,9,6,10,5,4,1,0,0,50,41,1
50,7,174752,15,9,4,4,4,4,1,0,0,40,41,1
40,4,229364,12,14,4,14,4,4,0,0,0,45,41,1
56,7,157486,8,6,4,10,3,4,1,0,0,40,41,1
34,8,92682,15,9,5,11,4,4,0,4865,0,40,41,1
56,2,101338,13,13,6,10,5,4,1,0,0,40,41,1
18,8,132652,10,7,5,9,3,4,1,0,0,20,41,1
21,8,34616,14,10,5,9,3,4,0,0,0,25,41,1
40,8,218903,15,9,4,3,2,4,0,0,0,40,41,1
27,6,204098,15,9,6,5,0,4,1,0,0,50,41,1
52,7,64045,6,15,6,14,5,4,1,0,0,45,41,0
46,8,189763,15,9,4,10,4,4,0,0,0,30,41,1
23,8,26248,15,9,5,11,3,4,0,0,0,40,41,1
50,8,92079,14,10,6,3,5,4,1,0,0,45,41,0
19,8,280071,14,10,5,8,0,4,1,0,0,50,41,1
20,8,224059,15,9,5,9,4,4,1,0,0,40,41,1
39,8,185520,14,10,4,12,4,4,0,8614,0,40,41,0
24,8,265567,10,7,5,13,3,4,1,0,0,35,41,1
72,8,106890,11,11,2,11,4,4,0,0,0,40,41,1
42,4,39586,12,14,6,14,1,4,0,0,0,20,41,0
42,8,153132,13,13,4,10,2,4,1,0,0,45,39,1
51,8,209912,13,13,4,12,4,1,1,0,0,50,41,1
39,8,144169,15,9,6,10,5,4,1,0,0,50,41,0
40,6,50442,14,10,5,11,2,1,0,2977,0,35,41,1
34,8,89644,14,10,6,10,5,4,1,0,0,55,41,0
19,8,275889,10,7,5,5,3,4,1,0,0,40,40,1
26,8,231638,15,9,5,12,3,4,0,0,0,40,41,1
45,6,224474,13,13,4,14,2,4,0,4934,0,50,41,0
28,8,355259,12,14,5,14,4,4,0,0,0,40,41,0
30,2,68330,13,13,5,14,4,4,1,0,0,40,41,0
32,8,185410,15,9,5,11,4,4,0,0,0,40,41,1
19,8,87653,14,10,5,9,3,4,0,0,0,25,41,1
21,8,286853,15,9,5,9,3,4,1,0,0,35,41,1
54,8,96710,15,9,6,1,0,3,0,0,0,20,41,1
62,8,160143,6,15,6,14,5,4,1,0,0,30,41,0
25,8,186925,14,10,5,9,4,4,1,2597,0,48,41,1
49,3,109705,14,10,4,12,2,4,0,0,0,32,41,1
32,8,94235,15,9,6,13,5,4,1,0,0,40,41,0
26,8,225279,14,10,5,14,4,4,1,0,0,40,39,1
37,6,297449,15,9,6,2,5,4,1,0,0,40,41,0
58,8,205896,15,9,4,10,0,4,0,0,0,40,41,1
37,8,93717,14,10,6,11,1,4,0,7298,0,45,41,0
41,8,194710,15,9,5,12,4,4,0,0,0,40,41,1
38,8,236391,13,13,6,12,5,4,1,7688,0,40,41,0
47,4,189123,15,9,6,9,5,4,1,0,0,40,41,1
42,8,358677,15,9,4,9,2,3,1,0,0,35,41,1
30,4,199539,15,9,6,11,5,4,1,0,0,40,41,1
43,8,128170,14,10,6,10,5,4,1,7688,0,40,41,0
34,8,231238,15,9,6,8,5,3,1,0,0,40,41,1
57,8,296152,14,10,4,12,0,4,0,594,0,10,41,1
46,8,166003,10,7,6,8,5,4,1,0,0,40,41,1
32,8,281437,14,10,6,6,5,4,1,0,0,55,41,1
20,8,190231,5,5,5,8,3,4,0,0,0,11,16,1
47,8,122026,11,11,4,10,4,4,1,0,0,50,41,1
55,5,205527,15,9,4,7,4,4,1,0,0,20,41,1
53,7,174102,7,4,6,12,5,4,1,4386,0,50,13,0
43,8,125461,13,13,6,10,5,4,1,0,0,65,41,0
37,7,184335,7,4,6,4,5,4,1,0,0,30,41,1
24,8,211345,14,10,5,9,3,4,0,0,0,40,40,1
43,6,147328,12,14,6,12,5,4,1,0,0,60,41,0
22,8,222993,15,9,5,5,3,4,1,0,0,40,41,1
40,8,225978,14,10,3,12,4,3,1,0,0,40,41,1
48,8,121124,15,9,6,12,5,4,1,0,0,50,41,0
56,5,178356,15,9,6,7,5,4,1,0,0,25,41,1
34,5,346762,10,7,4,7,3,4,1,0,0,40,41,1
51,8,234057,15,9,6,13,5,4,1,0,0,45,41,0
24,2,306515,15,9,5,11,4,4,0,0,0,40,41,1
19,8,116562,15,9,5,9,3,4,0,0,0,40,41,1
34,8,171159,14,10,4,11,2,4,0,0,0,30,41,1
24,8,199011,15,9,5,13,3,4,1,0,0,40,41,1
41,8,443508,13,13,6,6,5,4,1,0,0,48,36,0
24,8,29810,15,9,4,10,4,4,0,0,0,38,41,1
22,6,238831,14,10,5,2,3,4,1,0,0,40,41,1
32,2,178356,14,10,4,11,2,4,0,0,0,40,41,1
41,8,255044,13,13,4,12,4,4,0,0,0,55,41,1
20,8,436253,14,10,5,9,3,4,1,0,0,35,41,1
31,8,300687,15,9,5,9,4,3,1,0,0,40,41,1
55,8,144071,13,13,6,3,5,4,1,0,0,18,41,0
49,4,133917,3,16,6,14,5,3,1,0,0,60,39,0
26,8,188767,13,13,5,10,3,4,1,0,0,40,41,1
27,7,300777,15,9,4,6,4,4,1,0,0,70,41,1
35,8,26987,15,9,3,11,4,4,0,0,0,40,41,1
40,8,174395,15,9,4,9,4,4,1,0,0,60,13,1
59,8,90290,14,10,6,14,5,4,1,0,0,34,41,1
61,8,183735,14,10,6,10,5,4,1,0,0,45,41,0
31,8,123273,15,9,5,10,3,3,0,0,0,40,41,1
43,2,186916,12,14,4,2,4,4,1,0,0,60,41,0
61,8,43554,2,3,5,5,4,3,1,0,0,40,41,1
54,8,178251,9,12,2,11,2,4,0,0,0,30,41,1
30,8,255885,14,10,6,10,5,4,1,0,0,50,41,1
20,8,64292,14,10,5,10,4,4,0,0,0,50,41,1
27,4,194773,12,14,5,14,4,4,0,0,0,50,37,1
44,3,133060,14,10,4,8,4,4,1,0,0,60,41,1
64,8,258006,14,10,2,11,4,4,0,0,0,40,32,1
55,8,92215,15,9,4,11,4,4,0,0,0,40,41,1
34,8,33945,15,9,4,13,4,4,1,6849,0,55,41,1
61,8,153048,15,9,2,10,4,4,0,0,0,35,41,1
28,8,192200,13,13,6,14,5,4,1,0,0,40,39,1
34,8,355571,15,9,4,8,2,3,0,0,0,40,41,1
47,3,139268,6,15,6,14,5,4,1,0,0,60,41,0
26,8,34402,13,13,5,11,4,4,1,0,0,45,41,1
35,8,25955,10,7,5,9,2,1,1,0,0,40,41,1
36,8,209609,13,13,6,14,5,4,1,0,0,38,41,1
47,8,168283,13,13,6,14,5,4,1,0,0,40,41,0
17,8,295488,10,7,5,9,3,3,0,0,0,25,41,1
35,8,190895,14,10,6,14,5,4,1,0,0,60,41,1
33,8,164190,12,14,5,14,3,4,1,0,0,20,41,1
25,8,216010,9,12,6,11,1,4,0,0,0,40,41,1
18,8,387568,8,6,5,10,3,4,1,0,0,10,41,1
47,4,188386,12,14,3,14,4,4,1,0,0,38,41,1
44,8,174491,15,9,2,9,2,3,0,0,0,30,41,1
41,8,31221,15,9,4,9,2,4,0,0,0,30,41,1
30,8,272451,13,13,5,11,4,4,0,0,0,40,41,1
53,7,152652,14,10,6,4,5,4,1,0,0,50,41,1
53,8,104413,15,9,2,9,2,3,0,0,0,20,41,1
40,8,105936,15,9,6,10,1,4,0,5013,0,20,41,1
24,8,379066,14,10,5,11,4,4,1,0,0,24,41,1
27,8,214858,13,13,5,10,3,4,1,0,0,40,41,1
50,8,237735,2,3,6,6,5,4,1,0,0,37,40,1
36,8,158592,10,7,6,13,5,4,1,0,0,50,41,1
41,8,237321,1,2,6,8,5,4,1,0,0,40,40,0
41,8,23646,12,14,5,14,4,4,0,0,0,40,41,1
31,8,169240,15,9,5,9,4,4,0,0,0,40,41,1
32,2,454508,13,13,6,12,5,4,1,0,0,40,41,1
22,8,130356,14,10,5,8,3,4,1,0,0,48,41,1
22,8,427686,8,6,4,13,3,4,1,0,0,40,41,1
18,6,36411,4,8,5,14,3,4,1,0,0,30,41,1
39,8,178356,13,13,6,14,5,3,1,0,0,30,41,1
38,8,187264,15,9,6,12,1,4,0,0,0,55,41,1
35,4,140752,15,9,6,13,5,4,1,0,0,40,41,1
23,8,325596,14,10,5,8,4,4,1,0,0,40,41,1
54,7,175804,13,13,6,12,5,4,1,0,0,40,41,0
36,8,107302,12,14,6,14,5,4,1,0,0,60,41,0
63,6,41161,15,9,6,12,5,4,1,0,0,55,41,1
39,8,401832,14,10,6,12,5,4,1,0,0,48,41,1
57,7,353808,14,10,6,10,5,4,1,0,0,60,41,0
58,3,349910,6,15,6,14,5,4,1,0,0,50,41,0
29,8,161478,13,13,5,11,4,2,0,0,0,40,23,1
17,8,400225,10,7,5,10,3,4,0,0,0,20,41,1
40,8,367533,15,9,4,13,4,4,1,0,0,40,41,1
69,7,69306,14,10,6,9,1,4,0,0,0,15,41,1
28,8,270366,8,6,4,10,4,4,0,0,0,40,41,1
38,8,103751,5,5,6,13,5,4,1,0,0,40,41,1
44,8,75227,6,15,5,14,4,4,1,14084,0,40,41,0
45,6,132563,6,15,4,14,2,3,0,0,0,40,41,1
33,4,79580,13,13,6,11,5,3,1,0,0,40,41,1
41,6,344624,14,10,6,9,5,4,1,0,0,40,41,0
37,3,186359,15,9,6,10,5,4,1,7688,0,60,41,0
50,8,121685,14,10,6,10,5,4,1,0,0,45,41,0
48,8,75104,13,13,6,14,5,4,1,0,0,50,41,1
26,5,188343,15,9,5,7,2,3,0,0,0,40,41,1
36,8,246449,14,10,6,12,5,4,1,0,0,60,41,0
21,8,85088,14,10,5,9,3,4,0,0,0,37,41,1
37,8,178356,9,12,6,4,5,4,1,0,0,40,41,1
20,4,243986,14,10,5,14,3,4,0,0,0,20,41,1
54,7,32778,15,9,6,10,1,4,0,0,0,30,41,1
28,8,369114,15,9,3,10,0,4,0,0,0,40,41,1
27,8,217200,14,10,5,14,4,4,1,0,0,40,41,1
33,8,149220,11,11,5,9,2,3,0,0,0,40,41,1
46,5,162034,15,9,6,7,5,4,1,0,0,40,41,1
28,5,157813,10,7,4,7,2,4,0,0,0,58,36,1
17,5,179715,8,6,5,7,3,4,1,0,0,40,41,1
40,7,335549,6,15,5,14,4,4,1,0,0,45,41,0
47,8,102308,12,14,6,10,5,4,1,0,0,40,41,0
44,8,367749,1,2,5,8,4,4,0,0,0,40,34,1
25,8,98281,4,8,5,5,2,4,1,0,0,43,41,1
35,8,115792,13,13,6,14,5,4,1,0,0,55,41,1
29,8,277788,14,10,6,10,1,4,0,0,0,25,41,1
30,8,103435,15,9,4,8,2,4,1,0,0,40,41,1
30,8,37646,14,10,6,5,5,4,1,0,0,40,41,1
56,7,385632,7,4,4,9,2,4,0,0,0,40,41,1
25,7,210278,13,13,5,14,3,4,1,0,0,30,41,1
28,8,335357,15,9,5,5,3,3,1,0,0,40,41,1
43,7,272165,5,5,6,13,5,4,1,0,0,40,41,1
47,6,148995,15,9,6,2,5,4,1,0,0,60,41,0
46,7,113434,13,13,6,13,5,4,1,0,0,40,41,1
41,4,132551,12,14,4,14,2,4,0,0,0,35,41,1
38,2,115433,9,12,6,11,1,4,0,7688,0,33,41,0
29,8,227890,15,9,5,2,0,3,1,0,0,40,41,1
25,8,503012,2,3,5,13,4,4,1,0,0,40,40,1
56,8,250873,10,7,6,13,5,4,1,0,0,45,41,1
31,8,407930,7,4,6,5,5,4,1,0,0,40,41,1
22,8,148187,10,7,5,9,0,4,1,0,0,40,41,1
31,8,159322,15,9,5,5,0,4,1,0,0,40,41,1
28,8,334368,14,10,3,11,4,4,0,0,0,40,41,1
53,8,196328,13,13,6,12,5,3,1,0,0,40,41,1
45,8,270842,12,14,4,12,4,4,0,0,0,50,41,0
71,8,235079,0,1,2,13,2,3,1,0,0,10,41,1
65,5,327154,15,9,2,7,2,4,0,0,0,40,41,1
39,8,188391,15,9,6,13,5,4,1,7298,0,50,41,0
19,2,30559,15,9,0,10,1,4,0,0,0,40,41,1
34,6,255098,13,13,4,14,2,4,0,0,0,40,41,1
36,8,248010,15,9,6,11,5,4,1,0,0,45,41,1
40,8,174515,15,9,1,9,3,4,0,0,0,40,41,1
37,8,171956,14,10,3,11,3,4,0,0,0,40,35,1
56,8,193130,6,15,6,12,5,4,1,0,0,16,41,1
21,8,108670,15,9,5,14,4,4,0,0,0,40,41,1
48,8,186172,13,13,6,12,5,4,1,0,0,45,41,0
45,8,348854,14,10,3,11,2,4,0,0,0,27,41,1
46,8,271828,15,9,6,8,5,4,1,0,0,40,41,0
64,8,148606,8,6,3,9,4,4,0,0,0,35,41,1
29,6,123983,12,14,5,14,3,2,1,0,0,40,20,1
22,8,24896,15,9,4,3,2,4,0,0,0,30,37,1
47,8,178356,15,9,6,6,5,4,1,0,0,48,27,0
67,3,106175,13,13,6,12,5,4,1,0,0,75,41,0
43,8,307767,15,9,6,5,5,4,1,0,0,40,41,1
42,8,200574,14,10,6,10,5,4,1,0,0,40,41,1
31,8,59083,14,10,6,9,5,4,1,0,0,50,41,1
53,8,358056,10,7,4,9,2,4,0,0,0,40,41,1
37,8,114670,5,5,2,1,4,3,0,2062,0,5,41,1
33,6,262042,15,9,4,11,3,4,0,0,1138,40,41,1
17,8,206010,4,8,5,9,3,4,0,0,0,8,41,1
55,3,183869,6,15,6,12,5,4,1,0,0,50,39,0
28,8,159001,15,9,5,5,3,4,1,0,0,30,41,1
24,8,155818,14,10,5,10,3,4,0,0,0,40,41,1
40,8,96055,15,9,3,11,2,4,0,0,0,45,41,1
30,6,131776,12,14,5,11,4,4,0,0,0,40,41,1
24,8,228613,10,7,5,8,2,4,0,0,0,40,41,1
26,8,198163,12,14,6,10,1,4,0,0,0,40,41,1
38,8,37028,14,10,4,10,2,4,0,0,0,38,41,1
30,8,177304,15,9,6,3,5,4,1,0,0,40,41,0
33,8,144064,13,13,6,12,5,4,1,0,0,50,41,1
40,8,146659,15,9,6,10,5,4,1,0,0,60,41,0
63,7,26904,15,9,6,4,5,4,1,0,0,40,41,1
23,8,238917,7,4,5,13,0,4,1,0,0,36,41,1
56,8,170148,15,9,4,13,2,3,1,0,0,40,41,1
42,7,27821,11,11,6,12,5,4,1,0,0,60,41,1
40,8,220460,15,9,5,13,4,4,1,0,0,40,36,1
49,8,101320,9,12,6,10,1,4,0,0,0,40,41,0
35,8,173858,15,9,1,13,4,2,1,0,0,40,39,1
52,8,91048,15,9,4,8,3,3,0,0,0,35,41,1
28,8,298696,13,13,5,11,3,4,0,0,0,40,41,1
35,8,207202,8,6,6,6,5,4,1,0,0,70,41,1
21,5,230397,14,10,5,7,3,4,0,0,0,5,41,1
43,7,180599,15,9,5,13,4,4,1,0,0,35,41,1
32,5,199046,11,11,5,7,2,4,0,0,0,2,41,1
29,7,132686,6,15,5,14,3,4,1,0,0,50,27,0
23,8,240063,13,13,5,8,3,4,1,0,0,25,41,1
50,6,177705,14,10,6,11,5,4,1,0,0,48,41,1
34,8,178356,14,10,5,9,3,3,1,0,0,40,41,1
19,8,89397,15,9,5,9,3,4,1,0,0,40,41,1
47,8,239439,10,7,6,8,1,3,0,0,0,40,41,1
37,7,36989,14,10,6,4,5,4,1,0,0,40,41,1
25,8,76978,15,9,5,10,2,3,0,0,0,35,41,1
75,8,200068,14,10,6,12,5,4,1,0,0,35,41,0
24,8,454941,15,9,6,13,5,4,1,0,0,40,41,1
28,4,107218,13,13,5,3,3,2,1,0,0,20,41,1
17,6,182070,10,7,5,9,3,4,0,0,0,16,41,1
31,8,176360,15,9,5,13,3,3,1,0,0,40,41,1
31,8,452405,0,1,5,9,0,4,0,0,0,35,40,1
18,5,297396,15,9,5,7,3,4,1,0,0,10,41,1
45,8,84790,13,13,6,14,5,4,1,0,0,55,41,0
31,8,186787,15,9,5,13,3,4,1,0,0,42,41,1
27,8,169662,13,13,6,14,5,4,1,0,0,42,41,0
48,8,125933,14,10,2,12,2,3,0,0,0,38,41,1
22,5,35448,15,9,6,7,1,4,0,0,0,22,41,1
34,8,225548,13,13,6,2,5,3,1,0,0,30,41,1
26,8,240842,15,9,5,8,2,3,0,0,0,40,41,1
53,8,103931,14,10,6,14,5,4,1,0,0,40,41,1
60,8,232618,13,13,6,12,5,4,1,0,0,35,41,0
49,6,288548,12,14,3,14,2,4,0,0,0,50,41,1
40,8,220609,14,10,4,12,4,4,0,0,0,40,41,1
48,3,26145,8,6,6,4,5,4,1,0,0,40,41,1
23,8,268525,13,13,5,14,4,4,1,0,0,50,41,1
68,5,133758,7,4,2,7,4,3,1,0,0,10,41,1
42,8,121264,11,11,6,14,5,4,1,0,0,40,41,0
37,7,29814,15,9,5,4,3,4,1,0,0,40,41,1
27,8,193701,15,9,5,13,3,4,0,0,0,45,41,1
38,8,183279,14,10,6,12,5,4,1,0,0,44,41,0
27,8,163942,15,9,5,13,4,4,1,0,0,35,11,1
75,8,188612,15,9,2,11,4,4,0,0,0,40,41,1
49,3,102771,13,13,6,10,5,4,1,0,0,52,41,0
27,8,85625,14,10,5,10,4,4,1,0,0,20,41,1
36,7,245090,13,13,5,4,4,4,1,0,0,50,40,1
36,8,131239,13,13,6,14,5,4,1,3103,0,45,41,0
35,8,182074,15,9,4,5,3,4,1,0,0,35,41,1
36,8,187046,15,9,6,10,5,4,1,0,0,40,41,0
53,8,90624,10,7,6,13,5,3,1,0,0,40,41,1
27,8,37933,14,10,5,11,2,3,0,0,0,40,41,1
34,8,182177,15,9,4,13,4,4,1,3325,0,35,41,1
61,8,178356,14,10,6,10,5,4,1,0,0,44,41,0
29,8,190562,15,9,4,8,2,4,1,0,0,56,41,1
40,4,141583,14,10,4,11,2,3,0,0,0,35,41,1
37,8,98941,12,14,5,12,4,4,1,0,0,40,41,0
22,8,201729,5,5,5,5,0,4,1,0,0,30,41,1
